expression_sample,clinical_sample,position,match_type,hash_signature
F377,GSM2528482,376,positional,7b54cb56a1ae8f5f57db01ab9fdd3162
F378,GSM2528483,377,positional,b757219d4c90bc76964f6bab5027aa41
F379,GSM2528484,378,positional,8a9bfa781b12bb541b9332e496ac5d94
F380,GSM2528485,379,positional,9e922b2ae53363d9ab39edbd1ff410a3
F381,GSM2528486,380,positional,66479f4ac713e34342ec90c4253e99ba
F382,GSM2528487,381,positional,5c86446378f188cd449fda772f18f139
F383,GSM2528488,382,positional,26162c327fbce9edad472ff1010c87f5
F384,GSM2528489,383,positional,3d8d17185733490ce7c888d0dd6bb958
F385,GSM2528490,384,positional,8e082fb5bc41d9f9ee9ae5015379ebe9
F386,GSM2528491,385,positional,e76f7e6d5f0da050b2adb5633487863b
F387,GSM2528492,386,positional,969118995bc3468b0a2e970c7df8dfd7
F388,GSM2528493,387,positional,64527981e3729dd2e1e3a3a641d27d76
F389,GSM2528494,388,positional,0efde57a5ce0dd795f87624900c2a8ec
F390,GSM2528495,389,positional,5ac9dfe61132aed37c23d6f71bb63e0c
F391,GSM2528496,390,positional,74ad97f148b3499800376cfe32ae11b5
F392,GSM2528497,391,positional,8844521bd7a7e45a52cb197e965bcae0
F393,GSM2528498,392,positional,7ef649fe8e53c72329cbfaf3b3778808
F394,GSM2528499,393,positional,7c92f8c2fb436661989b1d0dd819d71f
F395,GSM2528500,394,positional,20e7a71e60997c0a3dd14c3d20b1082b
F396,GSM2528501,395,positional,56d1f3c337836256b6818f55a825c4be
F397,GSM2528502,396,positional,2dcfd616e08b81366e9a6f058ddb738a
F398,GSM2528503,397,positional,61c7a70f7da26ceea255161f92c71378
F399,GSM2528504,398,positional,d7d3f9652b301dc23f6c189a6028f5ff
F400,GSM2528505,399,positional,dd16c845be86e07f68d5eb79b527dd78
F401,GSM2528506,400,positional,b93f95253ed4833f8cc8a85641b6dca1
F402,GSM2528507,401,positional,f1d42c31159c9970d48c7675ae6e01c6
F403,GSM2528508,402,positional,cf3576f7d45f0480e59be65352464b1a
F404,GSM2528509,403,positional,a2444b53cd2d57e9fa9610652301a0d5
F405,GSM2528510,404,positional,2819517975dc0c3ac3fa093993ac5f37
F406,GSM2528511,405,positional,771d3d5a4800ac300c3219e3592c2e2f
F407,GSM2528512,406,positional,ea79fbe4480b67c7bcca53a7cc39862a
F408,GSM2528513,407,positional,a1839725e63208af0cf6cd2efdaa7352
F409,GSM2528514,408,positional,c512b9be471354f4e099de398d5fe559
F410,GSM2528515,409,positional,136567176761bcf64aa4986ba11cafd1
F411,GSM2528516,410,positional,d06d28846372b4a5ae703512c9191790
F412,GSM2528517,411,positional,8e5e76fce005d335590bbff460eee9b3
F413,GSM2528518,412,positional,b2263e65f371e502d649eb46ace0cbb7
F414,GSM2528519,413,positional,24380bf5c1539627fffb6185bf8e163e
F415,GSM2528520,414,positional,1e2e24eb27f65105296c24ad9aa30dec
F416,GSM2528521,415,positional,594b3b25df2106640c1a82de530c8008
F417,GSM2528522,416,positional,84805ba78bf015e916f1923a1fc56e66
F418,GSM2528523,417,positional,01d4a77c1df5f9de79ec834cae2eb0c8
F419,GSM2528524,418,positional,56e651b44538fcfb0172b9a750622b2b
F420,GSM2528525,419,positional,efd06e91069544d459df1679a91c758b
F421,GSM2528526,420,positional,a5dbe45ba47bcacd77d3623fadffeffb
F422,GSM2528528,421,positional,bb016427d50cacb337ea77a350fa1eea
F423,GSM2528529,422,positional,9aa09778a039af0caae1d8d61a600eaf
F424,GSM2528530,423,positional,108a4d9a3b6f47e896ddbbc0a441cc96
F425,GSM2528531,424,positional,6623dd861c8a8589073b95638bc23e06
F426,GSM2528532,425,positional,13a185caeb6db158c82943f4d517282a
F427,GSM2528533,426,positional,db7502d8e3be640050aaac7bb6cf002c
F428,GSM2528534,427,positional,b893d35ab6741bd8b48bb1eeaa957ad5
F429,GSM2528537,428,positional,7c8a23f4386d6149ba2e6409abe824a5
F430,GSM2528538,429,positional,11903f575c328b2684b6247efceb177c
F431,GSM2528539,430,positional,f67ebb0f1d05d05cce31ddda7e5324fa
F432,GSM2528540,431,positional,feef5151411ba2a56e83519b02b1b67d
F433,GSM2528541,432,positional,e6e0fb620851c6a00bd23f830b4ed78e
F434,GSM2528542,433,positional,fb48df574d369fee7e8ecd52d48d7499
F435,GSM2528543,434,positional,86a3b874c9457c9c6bd1b0b252df7241
F436,GSM2528544,435,positional,2c09248375523e15a50b38756e94c507
F437,GSM2528547,436,positional,1758b7f3be3cc1d870aa0dfb82760600
F438,GSM2528549,437,positional,7a2c952350b162c880011115cc29e77a
F439,GSM2528552,438,positional,f406132e339550e7a4c049fdcd248302
F440,GSM2528553,439,positional,8a77bef491d833278059979c1397c725
F441,GSM2528554,440,positional,52b253e1f3a758069f13932713f83803
F442,GSM2528556,441,positional,633d5904d785a6c14df65b0e5861a8aa
F443,GSM2528557,442,positional,40035187bf1078a259da6f0600c3bc92
F444,GSM2528560,443,positional,5ad2c55a91b944604d11257f0dd83aba
F445,GSM2528561,444,positional,1787e0ad64b8ac6bcea95e41d07b41f9
F446,GSM2528562,445,positional,3b6c75620a6fc13f070186fb73cd155d
F447,GSM2528563,446,positional,32efcb3df341e0a66e95b19827bb32fa
F448,GSM2528564,447,positional,43babeafb3b2c0ebf4c3d934e333e973
F449,GSM2528566,448,positional,73943214493aa7428e7dca2fc41e6f47
F450,GSM2528568,449,positional,388426c9e6982c0874053aa07df2959a
F451,GSM2528569,450,positional,7d1b294269fe058abcbf812a15e47d55
F452,GSM2528570,451,positional,d9dcc4a2d11b1ef2a535671ab8fec32d
F453,GSM2528571,452,positional,d327b3e20c68026af92aeb7dcf93da5d
F454,GSM2528574,453,positional,74b635340a3ce5cb9221794d142f8a77
F455,GSM2528575,454,positional,55ece7c0cf89a7838b1238a807d0351e
F456,GSM2528577,455,positional,44f8f3d9ed79065642474c608d5e8e05
F457,GSM2528578,456,positional,48b9c84ce45ca71b46c6f8526597e5dc
F458,GSM2528579,457,positional,686c378096124a6987185ab1b8605333
F459,GSM2528580,458,positional,99e2f14d275b4aa1b7ecf2efeb5a79f0
F460,GSM2528584,459,positional,3e00ec075c5abad331b77dfcde41d916
F461,GSM2528585,460,positional,96e057a06df80d7f61e7e634b35dc43d
F462,GSM2528586,461,positional,cf8c09c4e225b09f09f01b44f4133dde
F463,GSM2528587,462,positional,3b4159c3fec0e4d668383317c300c309
F464,GSM2528589,463,positional,e6a4bb2b505be197eb0733da6da6c2e6
F465,GSM2528590,464,positional,bc5c9ca447da2a15a08d5eb4bbd7d83d
F466,GSM2528591,465,positional,936af6c355258236c5f556a990d920cc
F467,GSM2528592,466,positional,23a19be6201d02740c81fafb5c6c5820
F468,GSM2528593,467,positional,c5eb6fe624dc26f8fd2e5b98c10dac59
F469,GSM2528594,468,positional,5e7b58f69ca1c5495dbf45ee1942d10d
F470,GSM2528595,469,positional,e34ee6df4581714cc631307b1d16b7d6
F471,GSM2528596,470,positional,2ece021e33cf2d631f36fa44a5103ee4
F472,GSM2528597,471,positional,aa5618e2b3d87539433941931805d398
F473,GSM2528598,472,positional,9497f8ffafabb972218cbc07a8818f2a
F474,GSM2528599,473,positional,833e61f573227bbeaa007e10556fd06d
F475,GSM2528601,474,positional,9ce0be601235e50ba9309f4693b01183
F476,GSM2528604,475,positional,a2bfa7be10bf138be87539c932d0ef7b
F477,GSM2528605,476,positional,1a2e15ad67b92f097b8ad90876b0ca7b
F478,GSM2528607,477,positional,cb3c0fc778735239b97bf0904eb711de
F479,GSM2528608,478,positional,9b68d36c3cbdef5dd9e703d890ed724b
F480,GSM2528609,479,positional,10376ed507eef3d964efd243ab33f869
F481,GSM2528610,480,positional,f8ebcbfe48bdfa832bb4c93f8b24ee08
F482,GSM2528611,481,positional,493fec634038c029d53b0d0af417f00f
F483,GSM2528612,482,positional,7bfcb9d1ea47a6ebd5fefdf58a82c986
F484,GSM2528616,483,positional,d70eaf3336e467d7ea14cd8c99ce559b
F485,GSM2528617,484,positional,17d4f061588e6686c2f82b098df849fd
F486,GSM2528618,485,positional,c715adc88b779953a96bf240c6a1c581
F487,GSM2528620,486,positional,a48b4c9ccec46abb66f3a3e8869d8466
F488,GSM2528621,487,positional,779f8e6e0e7989806a62ca2db2006cbb
F489,GSM2528622,488,positional,7176ef022a4f29637dc43ba969455bfa
F490,GSM2528623,489,positional,84f3bffe549a630936730f12b5f430ae
F491,GSM2528624,490,positional,b63ad0079aaba246cc4b0e0e0c9726ff
F492,GSM2528625,491,positional,aae6cb87304dbcf1cf8a50b8bc204df0
F493,GSM2528626,492,positional,90ef375994ad094db3fcfc551b2455a9
F494,GSM2528627,493,positional,9732cb6a162fd66625e9f9744a150f2b
F495,GSM2528629,494,positional,cf21a4ee1cd25f38e3d7d92e318b1d79
F496,GSM2528630,495,positional,5f0cef79bcc9d5de9531b1a901c5b1b3
F497,GSM2528631,496,positional,8668feb0bbf017b5c44bdae2114ef597
F498,GSM2528632,497,positional,58e419c37b7d3b9a340d4edce1ca03ee
F499,GSM2528633,498,positional,c6ccf678e6e60fedc4c929a52e496619
F500,GSM2528634,499,positional,1d1fda69739e4993a4a2c563cd78c24d
F501,GSM2528635,500,positional,d9d865299688d8e47b0f39d0369595e7
F502,GSM2528636,501,positional,3e156d34215f708887b78d541f2ac97d
F503,GSM2528640,502,positional,ace71e876e1709cd204b6044ef79a9cd
F504,GSM2528643,503,positional,4d124eee91e71e15f821512ea57f557a
F505,GSM2528645,504,positional,a9481434819df049cc4d0e576f8d96d3
F506,GSM2528646,505,positional,c1eea9afb8da6b58f87affaee4380f28
F507,GSM2528647,506,positional,97ac6af9dd59e7d7efbbd41cf05b611b
F508,GSM2528648,507,positional,3d980953ad34c576547581b173048484
F509,GSM2528650,508,positional,ba4c37a0be9b9a3f49082a3942f22455
F510,GSM2528651,509,positional,89470b38d99f982aa03cc0ec4f8f725e
F511,GSM2528652,510,positional,6e8b8ed166bfa41714ed50ea5020aff8
F512,GSM2528653,511,positional,c90a87568485384728480a03c6354d73
F513,GSM2528657,512,positional,c2d0d522e8dac8fb13b0c88ffc36c32b
F514,GSM2528658,513,positional,aab5f585648b79df6d77a7840804812d
F515,GSM2528659,514,positional,92140543aecca9fc235fd81f66544c1b
F516,GSM2528660,515,positional,77d4088bf73e5cd7ef9dfebf5c5ba66c
F517,GSM2528661,516,positional,22aaa96586606cbb05cd284b13974442
F518,GSM2528662,517,positional,712529f7da0018d0e39a4b9f5b639f6d
F519,GSM2528663,518,positional,fa857b4fe4754a0a1464f554d8c5eb2e
F520,GSM2528664,519,positional,994646ef26fddc27010c3a5219a087f4
F521,GSM2528665,520,positional,a284f2878c11999045d919fafd09d212
F522,GSM2528666,521,positional,f39396de4c49cc1937240f0c62b0f4d4
F523,GSM2528667,522,positional,dcbabbb15019bd12b850fba7f3458610
F524,GSM2528668,523,positional,61c6dd7dfae1b8058943298ff28cf668
F525,GSM2528669,524,positional,8585d75274ea5f1ea3ab62292d6be89a
F526,GSM2528670,525,positional,c46c1be3b6c24005cbfd10338e2dd995
F527,GSM2528671,526,positional,88c075f5c87b1a83bb011a1de6b21cbe
F528,GSM2528672,527,positional,5bdda8514a918d6e89d4ea24b65547e9
F529,GSM2528673,528,positional,4d6b35f3787d835e38ca1bd2092819b5
F530,GSM2528674,529,positional,e1caea8532e4d552ebf9aac49b9ca6e0
F531,GSM2528675,530,positional,f8a98ce17ae21ed37eafb03995bacee5
F532,GSM2528677,531,positional,4c2a25b54a2de49709b53e457e61e6f9
F533,GSM2528678,532,positional,b7d48a79b689cd2285727171ee23c6ca
F534,GSM2528679,533,positional,7b9c055229f186ae979da51fc5ad583f
F535,GSM2528680,534,positional,6803adb056c04cb6a9a3ba2c50d823af
F536,GSM2528681,535,positional,e6eb8a515c8ef176691132e23fd39223
F537,GSM2528682,536,positional,47bec1fd8aedf7b8eb53bc7fcdb27b58
F538,GSM2528683,537,positional,22805aeedcdca190235c476ba612e5d3
F539,GSM2528684,538,positional,2bd0ad11ed4ee0f4b8b1b7f471368b89
F540,GSM2528685,539,positional,3e412255c53f63bb9226f7748c351fd5
F541,GSM2528686,540,positional,a3f54d04e7589fee849b88e3823289e9
F542,GSM2528687,541,positional,5de9aa468740392bd9b25171dbd21b32
F543,GSM2528688,542,positional,a4e9e5d001cbc62d9513fd80a7b67599
F544,GSM2528689,543,positional,f09775ceca22e1e145c80a6d71c78cd2
F545,GSM2528690,544,positional,1be3853aa05b7225f7de4c1fcb7d9cf8
F546,GSM2528691,545,positional,d3e57f6fbeabf1d7daa3774f25ac40ba
F547,GSM2528692,546,positional,f193137e508f84df1a392ee7bb37921f
F548,GSM2528693,547,positional,ac8210fc37b1be34ee284f9887e12499
F549,GSM2528694,548,positional,b412910de7f11242e4a861dbda5f3c40
F550,GSM2528695,549,positional,b50e882f3994e5a6f43c552dfa87951b
F551,GSM2528696,550,positional,b0c941a83fe4ff203cd1e0ac937b957f
F552,GSM2528697,551,positional,1487d5923d5a0f2a8d880955df2ee4f2
F553,GSM2528698,552,positional,7d264d17852e7883ccdbcb4a951ea2d2
F554,GSM2528699,553,positional,1ec3d9253273b403bba58828ad7f69a2
F555,GSM2528700,554,positional,dfdd9901422d180ee5cc46503820b261
F556,GSM2528701,555,positional,4f9d6d25bfad2afbe67f5c9069d3ad3b
F557,GSM2528702,556,positional,8dc95d266eae5d8a3cf81ba60bec9562
F558,GSM2528703,557,positional,c345da6c72cbb29ad3daead1bcfee3c2
F559,GSM2528704,558,positional,b04426ff363e0fc4b0d8ddc573eb4347
F560,GSM2528705,559,positional,278597660a688e928a7a36981841479f
F561,GSM2528706,560,positional,c295393f8e68ab9d9e81faf82ad7576a
F562,GSM2528707,561,positional,41a1943dfda8e5855ba9d52f9637f7f7
F563,GSM2528708,562,positional,919e7b159a939805f650fdb725d34c3a
F564,GSM2528709,563,positional,91d0e986cdc6fbd74e1c0dd8ed6bf11b
F565,GSM2528710,564,positional,7ad3a128d4a0dddaa3e001d6015e0dcd
F566,GSM2528711,565,positional,d2c14429da7c1d87b86a14385ce26031
F567,GSM2528713,566,positional,b4c075d91be0d67bc8f9accbeeb1801d
F568,GSM2528714,567,positional,b8b4004f4769a17553b9a4bd1f4a3fc5
F569,GSM2528715,568,positional,4e1c39a3722cc958bd085116e27ece6d
F570,GSM2528716,569,positional,d3976ced06389a497b825f60a554594c
F571,GSM2528717,570,positional,e9d5979889bc2e51eb6a7036152e134a
F572,GSM2528718,571,positional,dc8fd90e1af9833ee8e08bfde634bdac
F573,GSM2528719,572,positional,c2f87e2fc50e0646afad7c4e6b61aea0
F574,GSM2528720,573,positional,72c0e0384718a85bd64511c41a7d840d
F575,GSM2528721,574,positional,6dbd8db9ceefe7b46fc8eb6d192dc2b8
F576,GSM2528722,575,positional,2b3110def7b1a01603bc6a76bac9915c
F577,GSM2528723,576,positional,b00d46d92e4a0726d4668f92a32b7dda
F578,GSM2528724,577,positional,10d09fb892a32aae64ad2005eb192a90
F579,GSM2528725,578,positional,7461916a88cd4459bc171387610becc7
F580,GSM2528726,579,positional,32b8aed594f953220c6fc549d49cf47c
F581,GSM2528727,580,positional,120b40e0257e3b0bac35be504d5f07f9
F582,GSM2528728,581,positional,8a0366b67c0fc4aa7d04d2b7c08d6f9a
F583,GSM2528729,582,positional,fd5461e503f1c8e072411a4233da273b
F584,GSM2528730,583,positional,2f578d197eaea6fa53cb54627a7b2541
F585,GSM2528731,584,positional,99207efe1aa9f8a38559e9ceae151f69
F586,GSM2528732,585,positional,c5e2d18e5b3ee715e5f49bcff3e6ab5c
F587,GSM2528733,586,positional,e4e5982af3530d25825d0a1834896fa9
F588,GSM2528734,587,positional,12245fb7a6b92b4d9715fc20009f25c2
F589,GSM2528735,588,positional,70cc97faa2bc33de887d85bf43359df9
F590,GSM2528736,589,positional,ec9afa5dc1f6c3e72ebe7e285521c1da
F591,GSM2528737,590,positional,f474d3fe0e6bb2ccd0175f30dd0d55c0
F592,GSM2528738,591,positional,0a34641e1f30c009885f2bc9e4b00ffe
F593,GSM2528739,592,positional,7814abb74db1e9b1ed700c5efe35adc8
F594,GSM2528740,593,positional,9524e77bf42ec4d5a601888b08a2e3c1
F595,GSM2528741,594,positional,a87e54785ef0255f34fa1e98b6d4e8a3
F596,GSM2528742,595,positional,895c6d0a232a8f5b7033a5bf213e901e
F597,GSM2528743,596,positional,cc8df9f661bc1abfd1267152a23b1b5e
F598,GSM2528744,597,positional,d348f894dccfc6076ebfad62c168078c
F599,GSM2528745,598,positional,a1c757ad15da546d41ae3d97da17948f
F600,GSM2528746,599,positional,f24a7c49c706c5ff59d0fdec67f31eeb
F601,GSM2528747,600,positional,64899a79d0222977a38734be45a2f21a
F602,GSM2528748,601,positional,53edaf35b1639d3c66a112869423b012
F603,GSM2528749,602,positional,01a92c3d71664db15ad674cc1468bdd5
F604,GSM2528750,603,positional,6c3e7953c84dfc45b0247e924aedb18d
F605,GSM2528751,604,positional,7210a7999eb7c2902df404aa5d1c46d9
F606,GSM2528752,605,positional,524e82b39a82b32410ae4f6df68f748a
F607,GSM2528753,606,positional,05117993bdda68fc7773dd838111e71e
F608,GSM2528754,607,positional,a45027a685e23095a9a8e59c11153ef6
F609,GSM2528755,608,positional,3eafb75483c477fd37f8f573bd964504
F610,GSM2528756,609,positional,4c1b37ae17508f22e58def7a5d123117
F611,GSM2528757,610,positional,b7149cc325f63f1e414e32fc17538c9e
F612,GSM2528758,611,positional,df1b5b4b1aa7bc8304ecd7d41090342e
F613,GSM2528759,612,positional,b58d54c23074e1121d7bed1ec33fdaa4
F614,GSM2528760,613,positional,6a47e0a96753fff2dd8b82e037b0ee9a
F615,GSM2528761,614,positional,b55f3eee5abc89544d0a0d985c624813
F616,GSM2528762,615,positional,d36f2f4fd937acae6c52725777dbf6b8
F617,GSM2528763,616,positional,2789d2f45042b4516b49b0dc532e8767
F618,GSM2528764,617,positional,26aa24a96b68d33de34ebe987b9cb892
F619,GSM2528765,618,positional,31bf9aa43732d5ebed5cc60096df32b0
F620,GSM2528766,619,positional,e68f6e8a4d8ca613fa280f49f7d2ac6c
F621,GSM2528767,620,positional,1ed9ca606d73eb9a837ce37df3d2fa7e
F622,GSM2528768,621,positional,6150a06d234f1ac657e4015271412bfc
F623,GSM2528769,622,positional,a9ea0c1096b61e077c9f877276708dce
F624,GSM2528770,623,positional,38869385d3b1a7ace085d4c06df59bc1
F625,GSM2528771,624,positional,f620b6bb846901910e460b3eb0f211da
F626,GSM2528772,625,positional,82b7218329158324b5942cea60638840
F627,GSM2528773,626,positional,7b2a6561e5abd1ff1daffd3447a0a805
F628,GSM2528774,627,positional,34b2c22b4b11f66228843939d4dc5eb6
F629,GSM2528775,628,positional,6dae198ad8bc4f78926fb12d9d84e3a8
F630,GSM2528776,629,positional,7513eb74ba2817fc56af4262deb5d981
F631,GSM2528777,630,positional,5985257091b8593d53ce6447fef27f5e
F632,GSM2528778,631,positional,17248701d55f556781886611b746f342
F633,GSM2528779,632,positional,282cac1250b13dc59cbc918e1aabe5b7
F634,GSM2528780,633,positional,c3d725e2fa59b2ce17b4d388c597c60d
F635,GSM2528781,634,positional,817eb3b6ca6d43c9eb6e18d364f93335
F636,GSM2528782,635,positional,70c625fe53b377479b24f4b9811211ec
F637,GSM2528783,636,positional,6f56a399c6ee3d5107050ea23f136c80
F638,GSM2528784,637,positional,f1965af1ceb767171287154966151a02
F639,GSM2528785,638,positional,0863124f10c768d79c199305231f2e32
F640,GSM2528786,639,positional,761f9af78eee8e07031363225b198148
F641,GSM2528787,640,positional,3ca8670a83353adbbff8dd2f7730d7f5
F642,GSM2528788,641,positional,fe9436d81ad3b2dc7d66ecfdc3461794
F643,GSM2528789,642,positional,4e97355af8721d453a5781edc55cc9b0
F644,GSM2528790,643,positional,95faeb6c833681633db05d9b6a9ccc0f
F645,GSM2528791,644,positional,a717270982618d4afe6f3e45032f1726
F646,GSM2528792,645,positional,fbdf878ea67d95171072fd3a5da8adba
F647,GSM2528793,646,positional,01f69c529ff6aee4d5d904c9523d6bb6
F648,GSM2528794,647,positional,e561b83fa094ca28a2472ddcb87ba57d
F649,GSM2528795,648,positional,346b40b4f7a299873bf8859a4cd0878c
F650,GSM2528796,649,positional,a891bc5e35ced7f8b225edf6345b85fc
F651,GSM2528797,650,positional,179962136f185b13d5fb2fc18603e0b3
F652,GSM2528798,651,positional,453e64b3afee8870d901a5b487c39e2e
F653,GSM2528799,652,positional,57b8b630028e768d01085b191a0457dc
F654,GSM2528800,653,positional,41b1997f4a55b0cab45137b2e5ff776c
F655,GSM2528801,654,positional,5006bf9ddeead343d60e3b992e1eee40
F656,GSM2528803,655,positional,7b44618dbf48c5a385adb4f310a981d7
F657,GSM2528804,656,positional,8e7a678ad335cdc26f38406588f5cbd6
F658,GSM2528805,657,positional,f5f3e8200148e5b0c7a5910d38d3d999
F659,GSM2528806,658,positional,aaf5b7815ca36f76a060664672b6ceb7
F660,GSM2528807,659,positional,3a849b3ef3692c1f3f0141561e58751d
F661,GSM2528808,660,positional,bb8de390febba55c021d6e4275a47b5d
F662,GSM2528809,661,positional,c3e090332c21cb0077a6cb1c0ca699e4
F663,GSM2528810,662,positional,ea8a0fc2d6c6597048e11fe4d69bf38a
F664,GSM2528811,663,positional,1a165ce52c80f180a0e6a59e3530836e
F665,GSM2528812,664,positional,c38da39ae1811f07a6e7784ee0876595
F666,GSM2528813,665,positional,4f815d21f9903943798e26894948b552
F667,GSM2528814,666,positional,fd01fe30986f9868e1f544ea14b8e7b1
F668,GSM2528815,667,positional,4a52a619a9907281d5e03e1e6f107caf
F669,GSM2528816,668,positional,ad633b0b85eb9696776088e2428ff93f
F670,GSM2528817,669,positional,9bbc640074cf3a856315f37acdb706a2
F671,GSM2528818,670,positional,fd9e8ae5ce2d28af147f06dc3b0b437c
F672,GSM2528819,671,positional,079c991a518db218edd1308a321d5995
F673,GSM2528820,672,positional,b3aef4c6296115bd1cd496a8e2aefa29
F674,GSM2528821,673,positional,29c9126894c8676fbf0891ce48030517
F675,GSM2528822,674,positional,ec86fa5238eec2d824232ef6ceb3d433
F676,GSM2528823,675,positional,76a5fd99e64a376c8509a8107325076d
F677,GSM2528824,676,positional,b0ef60e752822df2f6b7cebd73555c1c
F678,GSM2528825,677,positional,80a149550d502f147faba813e9c79993
F679,GSM2528826,678,positional,d73eb9ed0bb795a209e9f998399f8578
F680,GSM2528827,679,positional,fc1bf12ef5b9f86ef1b790669cd94df4
F681,GSM2528828,680,positional,d8a0631ff3dba74d414f6f4fddf8a7d1
F682,GSM2528829,681,positional,fd643b14e667d380bd16bada337dac78
F683,GSM2528830,682,positional,a0449487330159973adf03cc17338c44
F684,GSM2528831,683,positional,dd2d1e1ae64485264cb06a638e0da9d8
F685,GSM2528832,684,positional,6d746fc63c96f39a669157616daddb67
F686,GSM2528833,685,positional,64abc512e2c16513041038c721bd7cbe
F687,GSM2528834,686,positional,ad007918f7b03107ee98cd1df5e0983b
F688,GSM2528835,687,positional,55a1cef9c6cd2feb32d972de6579f298
F689,GSM2528836,688,positional,9afcadae7994d809af0aaf69c71059ca
F690,GSM2528837,689,positional,e0fdd9ee3a8152309e663c5fa71feea8
F691,GSM2528838,690,positional,c805d7429ad3208444c018351f56a858
F692,GSM2528839,691,positional,e05aa96abdc077db434e6c7867f532df
F693,GSM2528840,692,positional,a2ca1c98a3dcfcb6b408e3901dda76bb
F694,GSM2528841,693,positional,25f93b8a481ad91b6e1a0953146fa1ab
F695,GSM2528842,694,positional,dc4eb423f97a962bc46671c0fdfd89a2
F696,GSM2528843,695,positional,2ae094d3af8f0d62b199c513c2729aab
F697,GSM2528844,696,positional,401f8584df2ddcd25afae6ea618febef
F698,GSM2528845,697,positional,f169f147e96794abdcb2643ea59adbb9
F699,GSM2528846,698,positional,8d153b172b05d970abc5735991689959
F700,GSM2528847,699,positional,eb4cacd54da850bdb3cdeb20e66f213a
F701,GSM2528848,700,positional,d89b7bcd9e909aa3a51f1ed08c9fcfee
F702,GSM2528849,701,positional,c1c0b264138bf31a1d21c67ba9ebf592
F703,GSM2528850,702,positional,9547441efb5b525d43d8c8ff202568ab
F704,GSM2528851,703,positional,5dd4cab732b28ccfb65ebee84a2f8589
F705,GSM2528852,704,positional,745ccb7a2689607e1ef10b9d18db0ec0
F706,GSM2528853,705,positional,ebfe2daf382aa6e534af458165ce3023
